,individual_wikidata_id,birthyear,classification,region_name
3597,Q714369,1724,Middle Class,China
3598,Q3376455,854,Elite,China
3599,Q10816714,1587,Middle Class,China
3600,Q45614172,1800,,China
3601,Q420427,1562,Middle Class,China
3602,Q11643049,1840,,China
3603,Q15903781,1487,,China
3604,Q11180237,863,Middle Class,China
3605,Q698454,1660,Elite,China
3606,Q12149942,1645,,China
3607,Q15912791,1420,,China
3608,Q45685623,1497,,China
3609,Q17163779,1637,Elite,China
3610,Q30947343,1628,,China
3611,Q3570135,1650,,China
3612,Q28059391,891,,China
3613,Q45413790,1247,,China
3614,Q10901481,1628,,China
3615,Q703776,101,Elite,China
3616,Q5071661,291,Elite,China
3617,Q9755,742,Elite,China
3618,Q10864304,1794,,China
3619,Q187172,483,Elite,China
3620,Q1192341,594,Elite,China
3621,Q3575400,1350,,China
3622,Q15914015,1753,,China
3623,Q45699958,1766,,China
3624,Q11643052,1743,,China
3625,Q8249793,761,Elite,China
3626,Q8071112,1557,Middle Class,China
3627,Q45690810,1736,,China
3628,Q45645643,1766,,China
3629,Q11626867,619,Elite,China
3630,Q28413024,-50,,China
3631,Q7129670,1610,,China
3632,Q45699879,1775,,China
3633,Q11138243,1357,,China
3634,Q11644522,730,Elite,China
3635,Q45447952,1605,Middle Class,China
3636,Q3369486,1585,Middle Class,China
3637,Q1071718,919,Elite,China
3638,Q11084989,1668,Middle Class,China
3639,Q15895406,1622,,China
3640,Q1376928,1416,,China
3641,Q45473913,1649,,China
3642,Q3575387,960,,China
3643,Q45526997,1705,,China
3644,Q5443379,1809,Middle Class,China
3645,Q1151004,1635,Middle Class,China
3646,Q8044385,1495,,China
3647,Q15916782,1849,,China
3648,Q11068930,1492,,China
3649,Q11069243,1829,,China
3650,Q10944434,1727,,China
3651,Q45502902,1796,,China
3652,Q559421,-384,,China
3653,Q1036789,929,Elite,China
3654,Q4018768,1489,,China
3655,Q378528,937,Elite,China
3656,Q45428601,1275,,China
3657,Q12061424,1669,,China
3658,Q45644706,1743,,China
3659,Q587037,1644,,China
3660,Q3187775,1794,Middle Class,China
3661,Q3136543,886,Elite,China
3662,Q835924,917,,China
3663,Q1872767,-304,,China
3664,Q855776,50,Elite,China
3665,Q45487730,1692,,China
3666,Q832785,1530,,China
3667,Q453449,-49,Elite,China
3668,Q45688432,1623,,China
3669,Q11067441,1620,Middle Class,China
3670,Q45444946,1834,,China
3671,Q30923651,1623,,China
3672,Q1852031,470,Elite,China
3673,Q45480258,1662,,China
3674,Q45456045,1827,,China
3675,Q3575370,1464,Elite,China
3676,Q15932371,1773,Elite,China
3677,Q11069261,1688,,China
3678,Q951585,1235,Elite,China
3679,Q6728408,1370,Middle Class,China
3680,Q45690377,1785,,China
3681,Q11610448,1733,Middle Class,China
3682,Q11135961,1656,,China
3683,Q45680794,1628,,China
3684,Q3576149,1636,,China
3685,Q2899207,585,Elite,China
3686,Q3110486,1222,Elite,China
3687,Q45444699,1797,,China
3688,Q16906368,1797,,China
3689,Q11451699,1576,,China
3690,Q45693939,1796,,China
3691,Q45579157,1499,,China
3692,Q10966919,326,,China
3693,Q11110731,1808,,China
3694,Q834861,1287,,China
3695,Q345012,638,Subsistence,China
3696,Q45469062,800,,China
3697,Q45684847,1849,,China
3698,Q45453108,1800,,China
3699,Q45686838,1736,,China
3700,Q15725560,1818,,China
3701,Q10864342,1724,,China
3702,Q1066734,-267,,China
3703,Q711778,833,Elite,China
3704,Q45443099,1812,,China
3705,Q11127074,1640,,China
3706,Q45692008,1802,,China
3707,Q110176584,1677,,China
3708,Q11176967,1396,,China
3709,Q11596061,1825,Middle Class,China
3710,Q45698134,1796,,China
3711,Q3567211,1502,Elite,China
3712,Q10905903,1833,Middle Class,China
3713,Q45571813,1740,,China
3714,Q290825,78,Elite,China
3715,Q2843672,1040,,China
3716,Q701302,661,Middle Class,China
3717,Q559734,153,Elite,China
3718,Q11109045,1601,Elite,China
3719,Q6140203,780,Middle Class,China
3720,Q3570964,1596,Middle Class,China
3721,Q24837074,1743,,China
3722,Q11178843,1602,,China
3723,Q6473698,1525,Middle Class,China
3724,Q716190,-500,,China
3725,Q45467232,1736,,China
3726,Q3126647,1150,,China
3727,Q320129,1051,Elite,China
3728,Q796393,1570,Elite,China
3729,Q45465273,1765,,China
3730,Q11091587,1760,,China
3731,Q8259536,1751,,China
3732,Q8050738,1532,Middle Class,China
3733,Q735871,1635,Elite,China
3734,Q45469687,1796,,China
3735,Q15917614,1178,Elite,China
3736,Q65799405,1628,,China
3737,Q45569497,1284,,China
3738,Q45695327,1780,,China
3739,Q45535129,1796,,China
3740,Q15946543,1626,,China
3741,Q2898768,1032,Elite,China
3742,Q711236,712,Elite,China
3743,Q45580781,1243,,China
3744,Q10922782,1350,,China
3745,Q3575352,1650,,China
3746,Q11176838,1629,,China
3747,Q468712,223,Elite,China
3748,Q463098,1119,Middle Class,China
3749,Q11650248,1783,Middle Class,China
3750,Q45613486,1787,,China
3751,Q2594641,1789,,China
3752,Q11119044,1516,,China
3753,Q11069023,1713,,China
3754,Q45459162,1788,,China
3755,Q45696168,1800,,China
3756,Q6539070,1550,,China
3757,Q985448,1378,Elite,China
3758,Q558380,1033,Elite,China
3759,Q45664244,1621,,China
3760,Q11118678,1849,,China
3761,Q45693803,1662,,China
3762,Q28173082,1844,,China
3763,Q16187133,1759,Middle Class,China
3764,Q17026854,1636,,China
3765,Q65800497,1644,Elite,China
3766,Q714374,1619,Middle Class,China
3767,Q45697442,1446,,China
3768,Q1264761,1803,Elite,China
3769,Q3273465,1548,Middle Class,China
3770,Q765572,276,Elite,China
3771,Q9397,1130,Elite,China
3772,Q925967,406,,China
3773,Q16904191,1768,,China
3774,Q45495967,1821,,China
3775,Q944195,1616,Middle Class,China
3776,Q11073410,1697,,China
3777,Q712345,232,Elite,China
3778,Q864708,201,Elite,China
3779,Q10924405,1623,,China
3780,Q16077418,1468,Elite,China
3781,Q45651687,1775,,China
3782,Q712287,549,Middle Class,China
3783,Q45701085,1803,,China
3784,Q15933067,1459,,China
3785,Q3206010,1686,Middle Class,China
3786,Q45641770,1519,Middle Class,China
3787,Q716184,1592,Elite,China
3788,Q45475989,1768,,China
3789,Q890231,1477,,China
3790,Q10920793,1420,,China
3791,Q10513832,1813,,China
3792,Q45701775,1793,Middle Class,China
3793,Q2079514,1585,,China
3794,Q15915744,323,,China
3795,Q3051507,219,,China
3796,Q10379594,1628,,China
3797,Q1532687,904,Elite,China
3798,Q45535065,1600,,China
3799,Q315678,100,,China
3800,Q6191566,1725,Middle Class,China
3801,Q14556923,1363,,China
3802,Q835620,1848,Middle Class,China
3803,Q9760,761,Elite,China
3804,Q11091116,250,Elite,China
3805,Q15725559,1245,,China
3806,Q986078,1799,Elite,China
3807,Q45688632,1592,Elite,China
3808,Q5946443,1515,Middle Class,China
3809,Q1261786,1000,Middle Class,China
3810,Q947039,1009,Middle Class,China
3811,Q23419095,1758,,China
3812,Q110176629,1257,Middle Class,China
3813,Q11115360,1839,,China
3814,Q9746,685,Elite,China
3815,Q45439301,1821,,China
3816,Q713247,1409,Elite,China
3817,Q8007619,1839,,China
3818,Q370115,147,,China
3819,Q934469,1556,Elite,China
3820,Q2912463,1199,Elite,China
3821,Q6769910,980,,China
3822,Q11068754,1511,,China
3823,Q13712369,1822,,China
3824,Q204077,155,Elite,China
3825,Q11094268,1369,Middle Class,China
3826,Q589406,1808,Elite,China
3827,Q45691042,1662,,China
3828,Q11835,1574,,China
3829,Q5331349,1850,Middle Class,United Kingdom
3830,Q259530,1752,Middle Class,United Kingdom
3831,Q21453668,1815,,United Kingdom
3832,Q203643,1834,Middle Class,United Kingdom
3833,Q18534818,1785,,United Kingdom
3834,Q7328550,1816,Middle Class,United Kingdom
3835,Q4799468,1850,,United Kingdom
3836,Q27924758,1850,Middle Class,United Kingdom
3837,Q65613275,1838,,United Kingdom
3838,Q29145383,1762,Elite,United Kingdom
3839,Q28361482,1839,,United Kingdom
3840,Q18671923,1547,Middle Class,United Kingdom
3841,Q19509830,1750,,United Kingdom
3842,Q29431876,1829,,United Kingdom
3843,Q21453485,1793,,United Kingdom
3844,Q21454632,1839,Middle Class,United Kingdom
3845,Q3499315,1725,Middle Class,United Kingdom
3846,Q91449644,1844,,United Kingdom
3847,Q17309106,1752,,United Kingdom
3848,Q5339360,1671,Middle Class,United Kingdom
3849,Q2580650,1836,,United Kingdom
3850,Q22954656,1798,,United Kingdom
3851,Q257895,1817,Middle Class,United Kingdom
3852,Q18910748,1848,Middle Class,United Kingdom
3853,Q19790482,1842,Middle Class,United Kingdom
3854,Q329029,1787,,United Kingdom
3855,Q7514185,1846,Middle Class,United Kingdom
3856,Q16205126,1541,Middle Class,United Kingdom
3857,Q1523611,1728,Middle Class,United Kingdom
3858,Q18508338,1801,,United Kingdom
3859,Q8013972,1800,,United Kingdom
3860,Q3568428,1795,Middle Class,United Kingdom
3861,Q20748859,1779,,United Kingdom
3862,Q5365122,1744,Middle Class,United Kingdom
3863,Q21464344,1844,Middle Class,United Kingdom
3864,Q299871,1670,Elite,United Kingdom
3865,Q504287,1784,Elite,United Kingdom
3866,Q5703281,1831,Middle Class,United Kingdom
3867,Q18528024,1828,Middle Class,United Kingdom
3868,Q7176317,1730,,United Kingdom
3869,Q6287948,1773,,United Kingdom
3870,Q21457088,1848,,United Kingdom
3871,Q7792777,1730,,United Kingdom
3872,Q16859645,1705,,United Kingdom
3873,Q21453454,1781,,United Kingdom
3874,Q2062341,1784,Middle Class,United Kingdom
3875,Q7528080,1758,Elite,United Kingdom
3876,Q6537139,1791,Middle Class,United Kingdom
3877,Q18529777,1709,,United Kingdom
3878,Q21461058,1818,,United Kingdom
3879,Q494371,1844,Middle Class,United Kingdom
3880,Q18559899,1792,,United Kingdom
3881,Q109804068,1787,,United Kingdom
3882,Q3496041,1827,,United Kingdom
3883,Q3666364,1843,,United Kingdom
3884,Q18527144,1769,,United Kingdom
3885,Q1970087,1740,Middle Class,United Kingdom
3886,Q107652377,1775,,United Kingdom
3887,Q7342197,1572,Middle Class,United Kingdom
3888,Q18783770,1673,,United Kingdom
3889,Q5342290,1698,,United Kingdom
3890,Q58317956,1846,Middle Class,United Kingdom
3891,Q16228831,1650,,United Kingdom
3892,Q3621519,1847,Middle Class,United Kingdom
3893,Q21506245,1797,,United Kingdom
3894,Q76119605,1822,,United Kingdom
3895,Q18529964,1840,Elite,United Kingdom
3896,Q17424043,1723,Middle Class,United Kingdom
3897,Q6828581,1795,,United Kingdom
3898,Q1376862,1812,Middle Class,United Kingdom
3899,Q2275693,1840,Middle Class,United Kingdom
3900,Q3048498,1810,Middle Class,United Kingdom
3901,Q7527223,1821,Elite,United Kingdom
3902,Q18529876,1725,,United Kingdom
3903,Q5337236,1847,Middle Class,United Kingdom
3904,Q919145,1844,Middle Class,United Kingdom
3905,Q21463317,1850,,United Kingdom
3906,Q18672476,1699,Elite,United Kingdom
3907,Q51751943,1829,,United Kingdom
3908,Q21460252,1806,,United Kingdom
3909,Q46998329,1832,,United Kingdom
3910,Q18160421,1844,Elite,United Kingdom
3911,Q6306307,1819,Middle Class,United Kingdom
3912,Q98110593,1837,,United Kingdom
3913,Q1507303,1824,Middle Class,United Kingdom
3914,Q8012629,1820,Middle Class,United Kingdom
3915,Q57499598,1825,,United Kingdom
3916,Q176584,1575,Middle Class,United Kingdom
3917,Q454635,1716,Middle Class,United Kingdom
3918,Q109856767,1783,,United Kingdom
3919,Q18813348,1519,,United Kingdom
3920,Q562900,1811,Middle Class,United Kingdom
3921,Q2141938,1763,Subsistence,United Kingdom
3922,Q1302178,1848,Middle Class,United Kingdom
3923,Q27500933,1800,,United Kingdom
3924,Q5481346,1727,,United Kingdom
3925,Q6283564,1706,,United Kingdom
3926,Q55054801,1846,,United Kingdom
3927,Q94901716,1840,,United Kingdom
3929,Q27105311,1773,,United Kingdom
3930,Q20638120,1849,Middle Class,United Kingdom
3931,Q6219055,1844,Middle Class,United Kingdom
3932,Q6287756,1783,,United Kingdom
3933,Q16059274,1846,Middle Class,United Kingdom
3934,Q8005734,1607,,United Kingdom
3935,Q21288974,1803,,United Kingdom
3936,Q2496918,1797,Middle Class,United Kingdom
3937,Q7114599,1826,,United Kingdom
3938,Q3101431,1818,Middle Class,United Kingdom
3939,Q4669128,1756,Middle Class,United Kingdom
3940,Q8008065,1816,Middle Class,United Kingdom
3941,Q1410772,1789,Middle Class,United Kingdom
3942,Q7412607,1750,,United Kingdom
3943,Q18954220,1846,Middle Class,United Kingdom
3944,Q13635559,1761,Middle Class,United Kingdom
3945,Q6287115,1699,Middle Class,United Kingdom
3946,Q1346228,1710,Middle Class,United Kingdom
3947,Q18917687,1786,,United Kingdom
3948,Q18528187,1816,Middle Class,United Kingdom
3949,Q14981960,1798,Elite,United Kingdom
3950,Q2659116,1832,Middle Class,United Kingdom
3951,Q6251812,1785,,United Kingdom
3952,Q30117443,1821,Middle Class,United Kingdom
3953,Q89410528,1838,Middle Class,United Kingdom
3954,Q3568881,1839,Middle Class,United Kingdom
3955,Q20064407,1802,,United Kingdom
3956,Q5478537,1816,Middle Class,United Kingdom
3957,Q28361334,1804,,United Kingdom
3958,Q18672886,1786,,United Kingdom
3959,Q615819,1696,Middle Class,United Kingdom
3960,Q5543521,1668,,United Kingdom
3961,Q18527961,1821,,United Kingdom
3962,Q21463686,1815,,United Kingdom
3963,Q21464871,1817,,United Kingdom
3964,Q5343150,1823,Middle Class,United Kingdom
3965,Q18534937,1813,,United Kingdom
3966,Q99196704,1800,,United Kingdom
3967,Q7411689,1782,Middle Class,United Kingdom
3968,Q4722351,1831,Middle Class,United Kingdom
3969,Q43136022,1842,,United Kingdom
3970,Q3364589,1558,Middle Class,United Kingdom
3971,Q2548284,1850,Elite,United Kingdom
3972,Q38082,1832,Middle Class,United Kingdom
3973,Q18529169,1543,,United Kingdom
3974,Q19615207,1722,,United Kingdom
3975,Q110083663,1844,,United Kingdom
3976,Q167768,1811,Elite,United Kingdom
3977,Q16066316,1818,,United Kingdom
3978,Q26211956,1844,,United Kingdom
3979,Q55219118,1817,,United Kingdom
3980,Q18546625,1809,,United Kingdom
3981,Q207789,1506,,United Kingdom
3982,Q7934272,1825,Middle Class,United Kingdom
3983,Q7788666,1656,,United Kingdom
3984,Q17309119,1824,Middle Class,United Kingdom
3985,Q8008928,1759,Middle Class,United Kingdom
3986,Q18531061,1630,Elite,United Kingdom
3987,Q1288248,1782,Middle Class,United Kingdom
3988,Q18912726,1821,Middle Class,United Kingdom
3989,Q18756716,1700,,United Kingdom
3990,Q27507340,1815,,United Kingdom
3991,Q16199663,1701,,United Kingdom
3992,Q3142976,1721,Middle Class,United Kingdom
3993,Q2878295,1721,Middle Class,United Kingdom
3994,Q21457164,1776,Elite,United Kingdom
3995,Q18508642,1794,Middle Class,United Kingdom
3996,Q21453494,1799,,United Kingdom
3997,Q5540735,1730,Middle Class,United Kingdom
3998,Q21458388,1841,Middle Class,United Kingdom
3999,Q20733640,1800,,United Kingdom
4001,Q58227871,1824,Middle Class,United Kingdom
4002,Q4989673,1772,Middle Class,United Kingdom
4003,Q8013596,1808,Middle Class,United Kingdom
4004,Q512471,1780,Middle Class,United Kingdom
4005,Q89154947,1801,,United Kingdom
4006,Q1623066,1726,Middle Class,United Kingdom
4007,Q60572861,1797,,United Kingdom
4008,Q5545188,1819,,United Kingdom
4009,Q130327,1781,Middle Class,United Kingdom
4010,Q39073189,1803,,United Kingdom
4011,Q8015798,1834,Middle Class,United Kingdom
4012,Q21140855,1735,,United Kingdom
4013,Q24975021,1804,,United Kingdom
4014,Q18600472,1790,,United Kingdom
4015,Q5538698,1797,,United Kingdom
4016,Q16857188,1778,,United Kingdom
4017,Q18576735,1813,,United Kingdom
4018,Q12213280,1825,,United Kingdom
4019,Q21388430,1846,Middle Class,United Kingdom
4020,Q21461095,1829,,United Kingdom
4021,Q50275520,1838,Middle Class,United Kingdom
4022,Q7172725,1830,Middle Class,United Kingdom
4023,Q104395577,1779,,United Kingdom
4024,Q20731671,1753,Middle Class,United Kingdom
4025,Q5729003,1828,Middle Class,United Kingdom
4026,Q3299377,1817,,United Kingdom
4027,Q573967,1799,Middle Class,United Kingdom
4028,Q18529248,1732,Elite,United Kingdom
4029,Q5726895,1801,Middle Class,United Kingdom
4030,Q3402590,1848,,United Kingdom
4031,Q7342909,1840,,United Kingdom
4032,Q55030782,1835,,United Kingdom
4033,Q1701605,1830,Middle Class,United Kingdom
4034,Q7348957,1798,Middle Class,United Kingdom
4035,Q312278,1693,Middle Class,United Kingdom
4036,Q2004984,1688,Middle Class,United Kingdom
4037,Q5611049,1782,Middle Class,United Kingdom
4038,Q5075843,1836,Elite,United Kingdom
4039,Q20738096,1606,,United Kingdom
4040,Q313498,1738,Middle Class,United Kingdom
4041,Q6185288,1847,Middle Class,United Kingdom
4042,Q6778935,1831,Middle Class,United Kingdom
4043,Q2959519,1814,Middle Class,United Kingdom
4044,Q6231366,1699,,United Kingdom
4045,Q2358960,1774,,United Kingdom
4046,Q18206856,1761,Middle Class,United Kingdom
4047,Q5933398,1767,,United Kingdom
4048,Q918279,1576,Middle Class,United Kingdom
4049,Q2825139,1713,Middle Class,United Kingdom
4050,Q21288515,1811,Middle Class,United Kingdom
4051,Q43059681,1792,Middle Class,United Kingdom
4052,Q99581425,1831,Elite,United Kingdom
4053,Q3547868,1710,Subsistence,United Kingdom
4054,Q7790861,1659,,United Kingdom
4055,Q48110870,1848,,United Kingdom
4056,Q20203329,1821,Middle Class,United Kingdom
4057,Q556043,1705,Middle Class,United Kingdom
4058,Q7325658,1501,,United Kingdom
4059,Q8016738,1592,Middle Class,United Kingdom
4060,Q6108682,1810,,United Kingdom
4061,Q2301268,1816,Middle Class,United Kingdom
4062,Q8019186,1747,,United Kingdom
4063,Q110701399,1843,,United Kingdom
4064,Q7792497,1765,Middle Class,United Kingdom
4065,Q2470482,1752,Middle Class,United Kingdom
4066,Q365502,1831,Middle Class,United Kingdom
4067,Q20683957,1849,,United Kingdom
4068,Q28921821,1839,Middle Class,United Kingdom
4069,Q6258099,1721,,United Kingdom
4070,Q12709604,1781,,United Kingdom
4071,Q5343379,1740,,United Kingdom
4072,Q5024269,1804,Middle Class,United Kingdom
4073,Q8013729,1726,Middle Class,United Kingdom
4074,Q21198589,1819,,United Kingdom
4075,Q770416,1834,Elite,United Kingdom
4076,Q7787522,1588,,United Kingdom
4077,Q64685954,1816,,United Kingdom
4078,Q6221246,1716,,United Kingdom
4079,Q16861522,1849,,United Kingdom
4080,Q20203317,1846,,United Kingdom
4081,Q16031486,1838,,United Kingdom
4082,Q16845744,1740,,United Kingdom
4083,Q64685804,1823,,United Kingdom
4084,Q4491060,1548,Middle Class,United Kingdom
4085,Q1478736,1668,Middle Class,United Kingdom
4086,Q4533139,1783,Middle Class,United Kingdom
4087,Q6134904,1771,,United Kingdom
4088,Q21556792,1832,,United Kingdom
4089,Q4450823,1816,Middle Class,United Kingdom
4090,Q97694828,1789,,United Kingdom
4091,Q17318989,1777,Elite,United Kingdom
4092,Q7788598,1740,,United Kingdom
4093,Q6262936,1760,,United Kingdom
4094,Q15513085,1833,Middle Class,United Kingdom
4095,Q19981337,1801,,United Kingdom
4096,Q18546445,1843,,United Kingdom
4097,Q7788501,1569,,United Kingdom
4098,Q3052418,1788,Middle Class,United Kingdom
4099,Q66692898,1848,,United Kingdom
4100,Q3471152,1733,Middle Class,United Kingdom
4101,Q64685673,1844,,United Kingdom
4102,Q66476265,1799,,United Kingdom
4103,Q18757170,1600,Middle Class,United Kingdom
4104,Q1696086,1753,,United Kingdom
4105,Q4720229,1759,Middle Class,United Kingdom
4106,Q5933299,1836,Middle Class,United Kingdom
4107,Q3431263,1505,Elite,United Kingdom
4108,Q315516,1716,Middle Class,United Kingdom
4109,Q5544505,1784,,United Kingdom
4110,Q15985312,1842,,United Kingdom
4111,Q5236289,1774,Middle Class,United Kingdom
4112,Q4222884,1813,Middle Class,United Kingdom
4113,Q7167783,1754,Elite,United Kingdom
4114,Q19942191,1831,,United Kingdom
4115,Q15456101,1800,,United Kingdom
4116,Q6128636,1832,,United Kingdom
4117,Q647081,1582,Middle Class,United Kingdom
4118,Q3176743,1766,Middle Class,United Kingdom
4119,Q5342550,1763,Middle Class,United Kingdom
4120,Q20564443,1839,,United Kingdom
4121,Q5714113,1751,Elite,United Kingdom
4122,Q20970444,1842,Elite,United Kingdom
4123,Q7782302,1816,,United Kingdom
4124,Q72308503,1820,,United Kingdom
4125,Q18530450,1724,,United Kingdom
4126,Q106621175,1837,,United Kingdom
4127,Q6250402,1833,,United Kingdom
4128,Q11925257,1758,,United Kingdom
4129,Q574211,1700,,United Kingdom
4130,Q5082686,1840,,United Kingdom
4131,Q7184492,1751,,United Kingdom
4132,Q13128322,1820,,United Kingdom
4133,Q96776943,1820,,United Kingdom
4134,Q97069942,1845,,United Kingdom
4135,Q20069003,1816,,United Kingdom
4136,Q21465026,1849,,United Kingdom
4137,Q18531124,1622,,United Kingdom
4138,Q20733160,1845,Middle Class,United Kingdom
4139,Q18674365,1603,,United Kingdom
4140,Q21465527,1847,,United Kingdom
4141,Q16062976,1823,Middle Class,United Kingdom
4142,Q18923007,1829,,United Kingdom
4143,Q8079697,1842,,United Kingdom
4144,Q18528745,1848,,United Kingdom
4145,Q15856313,1837,Middle Class,United Kingdom
4146,Q18562351,1834,,United Kingdom
4147,Q99671425,1825,,United Kingdom
4148,Q19043149,1706,,United Kingdom
4149,Q18530178,1778,Middle Class,United Kingdom
4150,Q565422,1742,Middle Class,United Kingdom
4151,Q18671167,1821,Elite,United Kingdom
4152,Q3992678,1764,Elite,United Kingdom
4153,Q7787871,1667,,United Kingdom
4154,Q42313365,1846,,United Kingdom
4155,Q5544082,1796,,United Kingdom
4156,Q54670894,1824,,United Kingdom
4157,Q16861781,1839,Middle Class,United Kingdom
4158,Q6231928,1680,,United Kingdom
4159,Q5538694,1755,Subsistence,United Kingdom
4160,Q338114,1843,Elite,United Kingdom
4161,Q15520830,1799,Middle Class,United Kingdom
4162,Q3524859,1842,,United Kingdom
4163,Q18527772,1760,Middle Class,United Kingdom
4164,Q7323683,1610,Middle Class,United Kingdom
4165,Q21456302,1813,,United Kingdom
4166,Q2594969,1787,Middle Class,United Kingdom
4167,Q25752768,1843,,United Kingdom
4168,Q4718216,1748,,United Kingdom
4169,Q17308794,1849,,United Kingdom
4170,Q3161420,1766,Middle Class,United Kingdom
4171,Q18783716,1823,,United Kingdom
4172,Q1564825,1847,Middle Class,United Kingdom
4173,Q56014769,1806,Middle Class,United Kingdom
4174,Q18670943,1646,,United Kingdom
4175,Q159592,1550,Elite,United Kingdom
4176,Q20643500,1804,,United Kingdom
4177,Q17626379,1843,Middle Class,United Kingdom
4178,Q21466425,1827,,United Kingdom
4179,Q21531716,1809,,United Kingdom
4180,Q20733195,1837,,United Kingdom
4181,Q110017409,1823,Middle Class,United Kingdom
4182,Q615435,1750,Middle Class,United Kingdom
